"","cra","phoB","dpiA","fur","modE","lrp","ihfB","ihfA","rpoS","rpoD","fis","crp","rpoH","oxyR","soxS","arcA"
"139",7.767826716,5.511507695,5.331199327,9.927050274,6.146410032,9.671719783,10.45658461,10.35940111,10.33112948,9.762677658,9.736686506,9.93093109,9.246981677,7.745823333,6.197620861,10.16340467
"140",7.649601243,5.521440228,4.64158705,9.707873565,6.375921661,9.793191575,9.861753473,10.28313943,10.25688839,10.06740194,9.620194754,10.06427519,9.365472984,7.982449859,5.478212867,10.05612243
"141",7.376235188,5.304819122,5.010310082,9.411174547,6.151704618,9.896645881,9.65334641,10.15957018,9.904265793,9.172649047,9.7338821,9.790118701,8.587951402,7.586464561,6.401830774,9.667188237
"142",7.319123059,5.249896311,4.222362621,10.00641821,5.830885581,9.571961442,9.655860436,10.46691237,10.7351531,8.247447725,9.768099358,10.20750534,8.332639021,6.696239723,6.749293344,9.625131298
"143",7.608661839,5.671447301,5.402557906,9.998808705,6.466103255,9.883233743,10.60222067,10.57208121,10.30092176,8.866896547,9.358696459,10.02632956,9.013612491,8.118037105,6.453924912,9.790411673
"144",8.010353616,4.740336836,4.819013617,9.482456697,6.500148932,9.588079769,10.39351288,11.06461041,9.216305144,8.316038631,9.085461927,10.48044816,7.983018978,8.388177524,5.361635456,10.50001888
"145",6.894685822,4.937220436,4.897377155,9.452629762,6.113681783,9.798995687,10.73302935,10.90371778,10.6374401,9.403533463,8.172498157,10.5772026,9.513615339,8.121112914,5.306690847,9.594070383
"146",7.402827614,4.957080237,4.491871663,9.534349972,6.009364694,9.73081236,10.4926847,10.51416986,10.63079429,9.31175632,8.334876913,10.33789467,9.233557649,7.779553243,5.527243363,9.540537604
"147",7.216360755,4.816400115,4.804061279,9.592275714,5.854057343,9.571134936,9.85700641,10.04461985,9.549378467,9.082507947,9.917050521,10.13932649,9.259440944,7.491998047,5.748358594,10.1531795
"148",7.233381725,5.364447022,4.676750303,9.413467788,5.887389977,9.872740224,10.02583994,10.13882204,9.891953092,9.341030246,9.858370007,9.700240041,8.167116854,7.685047939,5.832725605,9.707461407
"149",7.400743065,5.596880668,5.157195557,9.228998848,6.420284256,10.10410745,9.575279339,10.01184003,11.59629471,9.909888452,7.512946016,10.29820536,8.90230248,8.094032798,5.999659106,10.19061179
"150",7.321763914,5.16942176,4.764358796,9.733280539,6.199778964,10.19422994,9.944682331,8.889565525,10.08550044,9.647458967,9.258765919,9.867863415,8.512235617,8.244746903,8.254657381,9.921410529
"151",7.1702558,5.938523785,5.761258731,9.467419788,6.676435186,10.2730122,9.112406574,8.293421129,11.27898105,10.0819188,7.656883365,10.08614085,8.753064823,8.663927969,7.414887189,10.86825705
"152",7.173739755,5.369306947,4.618594254,9.397574112,6.091988864,10.16263166,9.99686183,8.992290326,10.08883421,9.76701397,9.389578862,10.0436308,8.45469838,8.127794065,6.385938731,9.821581412
"153",7.356124846,5.424806841,4.794660255,8.943881317,6.008735573,10.44207974,9.818106043,8.823233196,10.47724357,9.80008954,9.085420953,10.03601122,8.537862229,8.118247352,7.305627602,10.38588265
"154",7.115677612,5.667779443,5.043490476,9.438090529,6.11462069,10.14701021,10.45576127,9.358214861,10.39402747,9.973745285,9.852047344,10.22577743,8.210632016,8.120456777,6.265611861,10.043525
"155",7.242717099,5.801140884,4.958752107,9.299940337,5.895808238,10.49334586,10.56852081,9.085547024,10.81067159,9.90656837,9.557892084,10.23035767,8.380473301,8.203923595,6.404383538,9.94056156
"156",7.094322931,5.510752493,4.945508367,9.314869105,6.177452893,9.99306597,10.21385846,8.974733411,10.09902693,9.994484871,9.378797946,10.04128262,8.163788599,8.10895546,6.450017213,10.01145525
"157",7.306059784,4.844570327,4.400993958,9.094719209,5.947832597,10.16727953,8.686644117,9.845924233,9.621032745,9.104454873,9.710572265,9.95418323,7.857034158,7.27425034,5.723911873,9.732167752
"158",7.454542098,5.064261659,4.419376677,9.180429253,5.874764086,10.16461316,8.631452219,10.05972315,9.516605665,9.102099166,9.849013895,9.956751677,7.868265066,7.220417837,4.919514699,9.698285525
"159",7.585422485,5.207716154,4.430398675,9.569326553,6.057461534,10.1441304,9.712188386,9.744530224,10.28487028,9.102186181,10.14779915,10.09214146,8.485342404,7.840604586,6.058746964,9.919472399
"160",7.383408833,5.615946793,4.683467387,9.663917839,6.243624938,10.4982333,9.990809211,10.8608519,10.53192251,8.992813374,10.1532341,10.55207468,8.5123365,7.612443764,5.616713979,10.14950322
"161",7.520410455,4.818691545,4.155580104,8.928550864,5.972780143,10.47250124,9.126346981,10.21147459,10.83018021,8.858084643,8.169663853,10.20758471,8.223866272,7.172652674,4.769235704,9.916749497
"162",7.649231729,4.527470049,4.545569021,9.064531268,6.187067328,10.49393997,9.351704645,10.16680131,10.79526048,8.867471647,8.498022339,10.46250913,8.381317535,7.231693845,5.410989397,9.958399979
"163",7.914567446,5.718719743,4.447037222,9.532497481,6.267548062,9.632237105,10.64713307,11.42261099,11.12619453,9.237575054,6.638467148,10.33236854,9.211248519,7.124472885,8.391564016,12.18609342
"164",7.907940682,5.599393037,4.671099452,9.625544229,6.241936867,9.368615346,10.68989891,11.71304218,11.01155169,9.021100699,6.622734215,10.37347832,9.087928389,6.825670827,8.52383409,12.25655715
"165",7.074259716,6.089935774,5.581898973,10.27397956,6.218288974,9.264417534,10.67187872,10.57682755,11.3687203,9.97577346,8.865286044,9.867190767,9.94910776,7.846787473,8.375443131,11.20694499
"166",7.233020865,5.301792046,5.206851336,10.65562222,5.807444714,8.846138447,10.7849844,9.715078174,11.35704274,9.920527402,9.095241282,9.656216875,9.860158254,7.811472331,7.839928576,11.16030095
"167",7.033496415,4.686353845,5.066230526,9.600710611,6.371110317,10.60684409,9.477686936,10.20631735,10.1769557,8.839111011,8.980812485,10.95217096,7.980505891,7.209122561,7.147698491,9.925756202
"168",7.1525707,4.559015534,4.91018226,9.538220947,6.263736068,10.55933552,9.401591117,10.24858946,10.11801603,8.779448995,8.932787462,10.93506209,7.920674566,7.087293885,6.877941604,9.925799769
"169",7.166631143,4.831834111,4.808534403,9.026965974,5.697630138,10.24201347,8.694609672,10.1495973,9.475572102,9.036254823,9.859015005,10.01847827,8.042800902,7.137198613,5.234913561,9.613284074
"170",7.198563725,5.137756869,4.372064283,9.112251932,5.785763342,10.16858381,8.869443349,10.12978186,9.346087997,9.011494284,9.769786277,9.907018162,7.888018939,7.132961981,4.995364602,9.562253004
"171",7.338474885,5.235004971,5.092937816,9.329547707,6.576935594,10.61446929,10.09676559,11.09169703,10.17020287,8.824911414,9.717514432,10.22153368,8.7773691,7.637891478,5.745964704,10.44026182
"172",7.361873408,5.292972096,5.167565859,9.371223243,6.610339113,10.68457739,9.948053678,10.98994921,10.28904983,8.83715775,9.820412008,10.20209381,8.728050808,7.454451728,5.64044204,10.2871371
"173",7.56855998,4.908222292,4.741922675,9.203304564,5.971145388,10.20920752,8.869251522,10.04305241,9.906455841,9.169498009,9.575459506,10.04212585,8.318551679,7.282040168,5.98923278,9.861390883
"174",7.69170595,4.931825512,4.485158088,9.186214523,6.050404822,10.14037378,8.671295206,9.984981456,9.81408214,9.1788952,9.484779245,10.03540864,8.277625385,7.378594006,5.700467636,9.880152664
"175",7.83636722,5.650514407,5.061466058,9.235370194,6.187530999,10.13626485,9.301044915,9.773116459,10.93127819,9.165324699,8.562383079,10.30887382,8.516781494,7.527193984,6.448309483,10.56248216
"176",7.918905166,5.662947674,4.825841896,9.00871231,6.150476539,10.01458953,9.258314947,9.677068931,10.93418092,9.207379927,8.492135099,10.22871738,8.561048431,7.55897591,6.234189676,10.54111587
"177",7.348501766,5.381200801,4.386145019,9.153842289,5.930444129,10.03703026,9.188740659,9.898870078,9.841786161,9.150374205,9.699884162,10.16130374,8.29307005,7.35993695,5.640501811,9.586164873
"178",7.351875964,5.257961001,4.805770348,9.164433678,5.839206299,10.0783456,9.032658528,9.788481242,9.916136039,9.228713716,9.445469475,10.1977585,8.276458466,7.29857477,5.546212947,9.669217161
"179",7.425993003,5.096394748,5.037395967,9.673747393,6.404491209,10.31358881,9.725450734,10.44825494,10.62106034,8.947944849,9.840520485,10.88703278,8.404532615,7.394744827,6.192402405,9.934826562
"180",7.748525397,5.722043245,4.673919094,9.642516579,6.525539408,10.04124231,10.02500659,10.59933079,10.87584977,8.774491848,9.501872778,11.1711972,8.698068019,7.268786826,5.944591579,9.975261665
"181",7.69953723,5.739839616,4.667430323,9.153224626,6.271281308,10.33629393,9.764727731,10.24724192,10.00719107,9.056691956,10.28466957,10.21585897,8.549004848,7.81925568,5.457482008,9.795973183
"182",7.73049231,5.660856883,4.734585548,9.157076239,6.128149323,10.37641086,9.808760488,10.20112927,10.09802341,9.119220626,10.19977362,10.18974557,8.629469694,7.773514941,5.738002889,9.819225411
"183",7.708941859,5.226086729,4.610563838,9.004325633,6.003908814,10.24522864,9.1827369,10.29398011,9.317580879,9.108753792,10.44239689,9.783084551,8.367893086,7.440316129,5.813214513,9.616743171
"184",7.594850181,4.916164103,4.616388203,8.894344629,5.8834785,10.25071144,9.032298333,10.35803292,9.213566198,9.111148286,10.00877839,9.768816591,8.305906323,7.539811647,6.072573491,9.73499849
"185",7.670523907,5.682550442,5.15410573,9.730200351,5.933940244,10.76309578,9.827785802,10.42967447,10.27078732,8.585743289,10.76856797,10.33115605,9.196586733,8.201504729,6.255793249,10.27860873
"186",7.698474479,5.55229941,5.288035531,9.529185346,6.149617645,10.64868863,9.769353401,10.45649726,10.25665814,8.659892533,10.66836865,10.32069284,9.099055064,8.138014299,6.062556669,10.23930819
"187",6.900840602,5.419414298,4.368873799,9.587481608,6.226184254,10.18497568,10.14454454,10.53511431,10.68972115,9.075006406,9.097738266,10.3708598,8.737100027,7.623934686,6.437820454,10.34051863
"188",6.803661553,5.284247604,5.189490262,9.657612791,6.423711656,10.20674131,10.03745239,10.38007667,11.10168621,9.265671524,8.834613397,10.51918295,8.994321003,7.640628217,6.709341742,10.53054538
"189",7.790873482,5.666368461,5.363128143,9.129688966,6.702665379,10.13600605,10.78786048,10.7401263,10.86799905,8.807352408,9.00498947,10.46925234,9.17856057,7.757153698,5.667994135,11.0401072
"190",7.559653248,5.637448952,5.283189398,9.283157986,6.661061712,10.09736644,10.89924972,11.01013993,11.01695503,8.844236916,9.177675298,10.5229054,9.152712135,7.802730263,5.405292087,11.0807402
"191",7.620603232,5.582880038,5.364996392,9.311746203,6.695213228,9.798487133,10.15188718,9.955053011,10.57830963,9.253464349,9.460080969,10.27535329,8.521408001,8.034362246,5.098481669,10.40778607
"192",7.604948264,5.739179337,5.12563681,9.277271715,6.331657496,9.879473638,9.912539298,10.11169509,10.47844008,9.256533103,9.688988206,10.28560125,8.423401675,7.734800778,5.54384501,10.3406814
"193",7.351730627,5.524750903,5.307265142,9.351977667,6.888079094,10.50152992,10.90537323,10.77948119,10.90419222,8.849209631,8.739842849,10.45048291,8.707638579,7.588528673,5.961223599,10.83007766
"194",7.025761715,5.905465312,5.464102603,9.532132243,6.731526578,10.61213711,10.97713572,11.22295279,11.11774666,9.099821579,8.329267199,10.50638605,9.009856567,7.654818009,5.838597035,10.46285336
"195",7.726419411,5.598369557,5.127861645,9.893010093,6.844300965,10.15004257,10.3649248,10.54781411,10.98528767,8.998564947,8.542735814,10.84367752,9.384511614,8.191910056,6.964739219,10.41674028
"196",7.671355366,5.665213756,5.195753739,9.851141676,6.957899056,10.09890493,10.37925066,10.57104748,11.15621967,9.109437819,8.655774223,10.80035081,9.759590785,7.983892738,7.273787469,10.29920442
"197",7.397829899,5.75995824,5.104414074,9.604095953,6.356378045,10.17413121,9.978731328,10.50032761,10.85990606,9.180587675,9.525847313,10.43607482,8.512041313,7.481243783,7.949577129,10.75566147
"198",7.433439167,6.023679918,4.878139119,9.804379112,6.40004496,10.30189273,10.04077919,10.51833522,10.89294565,9.104572754,9.570622716,10.52508314,8.641282256,7.367344215,8.110076354,10.87717956
"199",7.127402491,5.398904093,4.534319042,9.511100725,6.245554926,10.21780916,10.23807741,10.61670833,10.81316174,9.176703027,9.545388658,10.33432548,8.884977199,7.697976728,6.732958523,10.27450692
"200",7.183091769,5.386689112,4.825843014,9.622660532,6.108133308,10.16605775,10.14118032,10.56469118,10.76260362,9.284958516,9.439590858,10.28533127,9.047044598,7.714196491,6.802598551,10.24660838
"201",7.963029401,5.626129167,5.222473835,9.342601823,6.56817413,10.46061342,10.66069885,10.76022267,10.69880257,8.727269351,8.683307146,10.57696693,9.042875858,7.726100769,6.191217616,10.94115626
"202",7.88168203,5.531824492,5.391069966,9.745588392,6.813424816,10.07320293,10.52727753,10.36088556,10.80562096,8.916941022,8.781996753,10.61839918,9.090604537,8.108096951,6.671158088,10.81864353
"203",7.558339352,5.336868426,4.951979739,9.427056498,6.150379548,10.07594582,9.968011275,10.53734004,10.50473693,9.200535433,9.925820299,10.26404344,8.721778454,7.708755387,6.121338527,10.27256234
"204",7.526753565,5.806074329,5.153580959,9.472318826,6.130581472,10.14208435,9.891307746,10.57824557,10.56800731,9.1343542,9.973700111,10.22913905,8.8632107,7.757636306,6.234512824,10.35789974
"205",6.51693094,5.377648621,4.696176592,9.521191298,6.436637783,10.19930729,10.25734122,10.90633233,11.20152434,9.070740303,7.85858369,10.65695064,9.544514872,7.774430371,6.447396592,10.25592026
"206",6.843917173,5.691947539,5.234530734,9.573247927,6.803936675,9.934133823,10.60749159,11.02112568,11.26315955,8.845961244,8.254372222,10.60789904,9.96605195,8.02119036,6.710208781,10.53133235
"207",7.483836071,5.822188327,4.786171227,9.621750392,6.299089347,10.05210337,9.833215073,10.2860462,10.62994502,9.121365213,9.599517796,10.35599657,8.327733191,7.337105379,8.016298296,10.4978967
"208",7.408965563,5.65989921,4.965846395,9.76649688,6.43681365,10.17957894,9.8904119,10.3474543,10.64276006,9.136426946,9.749862101,10.52336087,8.322965398,7.383762669,8.093088179,10.679346
"209",7.189611813,5.76628694,4.979593413,9.737487873,6.19340776,10.17009969,10.2469646,10.68306875,10.86331391,9.163896929,9.354892705,10.40687415,8.968805137,7.611032547,6.752863675,10.29103248
"210",7.25627901,5.535739752,4.891921394,9.693962741,6.056640879,10.17788063,9.986057818,10.6799108,10.43780381,9.134761023,9.816823178,10.34171639,8.821626656,7.529781767,6.82582047,10.10209129
"211",7.753715751,6.279654805,5.039607346,9.650300041,6.572485411,10.03939713,10.45744182,10.7736825,10.99551207,9.116335297,9.5705934,10.82105483,9.043620021,8.082669814,6.130228161,10.8367135
"212",7.84991037,6.356887562,5.028740404,9.803593489,6.581532298,10.00022835,10.5381418,10.99434151,10.91473986,9.158701721,9.680286958,10.81157125,9.064181768,8.028582103,6.396771137,10.77455696
"213",7.827569444,5.359018585,5.0451009,9.120172212,6.475433738,10.48843801,10.69411664,11.12094184,10.76548448,8.704600881,8.830274219,10.55207284,9.150298012,7.657916165,5.321112197,10.92484796
"214",7.975838742,5.370296299,5.488757165,9.230468537,6.704880538,10.07649029,10.6695599,10.89274017,10.90642313,8.721727121,8.892299636,10.59786821,9.297348371,8.04008415,5.836968507,10.77895135
"215",7.424353146,5.582005802,4.68995187,9.787617191,6.003826195,10.58190949,9.575808095,10.94715519,10.02958641,8.814156067,10.36265727,10.26986107,8.601110805,7.580234963,6.248133225,9.885852131
"216",7.460521256,5.582996838,5.157916016,9.450159186,5.928728772,10.39808236,9.748476223,10.88562842,10.08785117,8.858718497,10.46341191,10.23891379,8.798996771,7.713426187,6.27455943,9.775976194
"217",7.692994508,5.751720674,5.317894027,9.611848601,5.850480977,10.34469048,10.53398938,11.22150644,10.8459369,8.912784365,9.898272817,10.4407032,9.001608186,7.747390909,6.383917623,10.7321596
"218",7.585362931,5.719379788,4.833702315,9.458697837,6.175187036,10.27657495,10.21354794,11.11849318,10.86367827,8.978797108,9.633460934,10.42469363,8.717915633,7.619386817,6.273658089,10.62160165
"219",7.650265279,5.389224923,5.180965004,9.742571515,6.124640692,10.19972085,10.13354569,10.89479812,10.96871585,8.942340896,9.377283287,10.33132324,8.476967669,7.328159365,6.193294774,10.48162638
"220",7.563549456,5.087406687,5.348461608,9.520996625,6.240489209,10.23941695,10.11688543,10.88351666,10.81831354,8.993070863,9.560987668,10.32285946,8.489269255,7.434998418,6.559589517,10.50051863
"221",7.699461939,5.8270572,5.277767775,9.530141249,6.091149575,10.37525217,10.07719711,11.10313086,10.63427888,8.899690035,9.696817991,10.34891612,8.738564141,7.477527452,6.084678302,10.23380048
"222",7.709468875,5.682995175,5.208191044,9.59195628,6.192895458,10.4496349,9.823473981,11.00305417,10.51180926,8.874215552,9.755110739,10.32027194,8.57121019,7.448116151,6.053396982,10.245545
"223",7.548811887,5.885185074,5.673561955,10.3487057,6.43077238,10.02337189,10.81273761,10.89032431,11.02491066,8.812275335,9.267424579,10.49743284,8.94154318,7.026435355,6.308172036,10.59859205
"224",7.505458355,5.851413741,5.774032822,10.5478809,6.546261602,9.804114397,10.56549374,10.69099992,10.62962944,9.032227276,9.355100277,10.48650628,8.51262468,7.214650786,6.675867024,10.66025426
"225",7.759597089,5.46159209,4.905003835,10.01377809,5.746044689,10.30634509,10.61659583,11.42658721,11.56664188,8.580475957,9.580112238,10.2295565,8.881749018,6.9766027,6.82823584,10.62503927
"226",7.823586463,5.355694118,4.840012579,9.78814562,5.908993924,10.308719,10.3893481,11.20867296,11.36870179,8.714680199,9.624756892,10.24268394,8.694123404,7.161120839,6.640163473,10.51795219
"227",7.864130668,5.778841057,4.882398302,9.740991551,5.923066204,10.18452969,10.33894617,11.15547917,10.97482297,8.660081215,9.954901348,10.32977328,8.535164049,7.157443272,5.951936952,10.07063196
"228",7.850873125,5.959366794,4.649013182,9.709293325,5.789996843,10.15641501,10.29727282,11.17099358,11.07984781,8.695270403,9.972097034,10.28624256,8.657530476,7.254857506,6.287069273,10.09788595
"229",8.072396644,5.766237508,4.142075253,9.751599332,5.984324584,9.854339382,10.30532153,11.02873391,11.38230319,9.024549541,9.032156978,10.18500378,8.891349216,7.456083511,6.512414139,10.39703321
"230",7.876965172,5.637258652,4.367335275,9.59168479,5.799404544,9.881935343,9.932113566,10.0850686,9.870348979,8.779386311,9.557455179,9.760190934,8.355682844,7.419493795,6.104369275,9.552288169
"231",7.90878757,5.351784219,4.08888035,9.341188338,5.72764386,9.690733494,9.78046598,10.04285216,9.619335122,8.905873509,9.364870673,9.705459119,8.40910057,7.337185868,6.00422387,9.519025137
"232",7.876965172,5.637258652,4.367335275,9.59168479,5.799404544,9.881935343,9.932113566,10.0850686,9.870348979,8.779386311,9.557455179,9.760190934,8.355682844,7.419493795,6.104369275,9.552288169
"233",7.90878757,5.351784219,4.08888035,9.341188338,5.72764386,9.690733494,9.78046598,10.04285216,9.619335122,8.905873509,9.364870673,9.705459119,8.40910057,7.337185868,6.00422387,9.519025137
"234",8.467927857,5.633627696,4.680569863,9.644044613,6.168271682,9.626701583,9.848134887,10.38722907,10.79751342,10.28077533,8.607943982,9.848289642,8.6400046,7.045160223,8.282122349,9.624052151
"235",8.484604667,5.790544233,4.885283424,9.686141923,6.377959479,9.55032102,9.871031076,10.35573423,10.83725813,10.27352833,8.845475814,9.816981293,8.626915069,7.187848434,8.411697981,9.628305326
"236",8.474703718,5.68331547,5.1671119,9.82660273,6.568994749,10.06539329,10.0819175,10.42718514,10.85443934,10.04905997,8.732329801,10.19957757,8.53870688,7.185510973,6.933398645,10.00150332
"237",7.230492739,5.918686605,5.05255127,9.927563941,6.00342082,9.580152942,10.48883978,10.94501025,10.80073046,9.352989352,9.661698058,10.14338479,9.063044239,7.559315145,9.404422638,10.1206414
"238",7.222639614,6.061000934,4.9865459,9.824889088,6.04120187,9.552703532,10.56968183,11.04618818,10.65210414,9.433373241,9.506973388,10.2345136,8.940401051,7.62453157,9.144101978,10.10235179
"239",7.452567427,5.302021933,4.78332551,9.669114069,5.941160582,9.917066933,10.02856254,10.21612794,10.08752327,9.103533683,9.735658775,10.30347653,8.025507396,7.685792941,8.898780968,9.554290686
"240",7.396861643,4.816018683,4.802274193,9.490054857,5.942282608,9.998515261,9.715817847,10.17172461,9.983429072,9.150248417,9.539343797,10.1905974,8.224348107,7.638411617,9.002830818,9.539946818
"241",7.850819697,5.403012984,5.273215136,9.457363973,6.541410153,9.913003224,9.34383967,9.871533355,10.08558997,9.492819474,9.616408623,9.873915853,8.435314908,7.653610176,6.155211532,9.419654082
"242",7.656921444,5.477606067,5.474563655,9.437125663,6.480928814,9.880342153,9.634953202,10.24082497,10.25970618,9.735053322,9.464504889,9.965942046,8.935267957,7.485001603,7.645680552,9.604409291
"243",7.73060125,5.723958586,4.279675538,9.613151384,6.341808356,9.601562336,10.32729043,9.805076516,11.07596139,9.164673456,8.435065361,10.09816651,8.783962479,6.942899212,6.816123525,9.979373102
"244",7.856526175,5.365936465,4.102537656,9.785807776,6.357684138,9.407360562,10.43752451,10.09458054,11.16190733,9.256020335,8.087628029,9.994559227,8.828852413,7.185427983,7.308597976,10.19701851
"245",7.878846566,5.472030178,4.697629095,9.466108614,6.144536213,9.468308589,10.0998772,9.554664822,10.44511341,9.426142297,8.523815623,10.14959104,8.464026686,7.258229826,6.723977589,9.858952503
"246",7.9099494,5.894672299,4.190766334,9.500893793,6.024117052,9.447128356,10.01045529,9.52670277,10.33314219,9.335754305,8.50957807,10.15153842,8.480606457,7.16182592,7.399473692,9.802459979
"247",7.520482394,5.981396837,4.554601852,9.944735895,6.288025457,9.560329333,10.48771007,11.44623771,11.40319526,9.201702721,8.605146771,9.83904593,9.70712787,7.025555451,7.057497074,10.87925686
"248",7.499091357,5.81000091,4.871721179,10.02189345,6.489988036,9.542513149,10.42942026,11.38915279,11.16012841,9.079053345,8.888506091,9.83411074,9.739461417,6.859829937,8.569318138,10.76429499
"249",7.530244752,5.416312233,4.879015214,9.795534749,6.155897328,9.886381975,10.05718706,10.58199082,10.20606793,8.619594057,9.438273642,10.15250312,8.585621344,7.286124231,8.034376731,9.916560138
"250",7.774349672,5.719508177,4.340847332,10.15266404,6.077280911,10.12943527,10.24729354,10.99255062,10.53670777,8.447862787,9.543714141,10.20565403,8.94152434,7.314241699,8.352814627,10.0737801
"251",7.138965089,4.926515402,4.798003591,9.387818332,5.91092398,10.21219847,9.818270757,10.63548389,10.83832161,9.085690211,9.359613123,10.36432288,8.518151614,7.771640883,4.878904633,10.27130586
"252",7.148945901,5.03442787,4.183416998,9.294206021,5.938909675,10.22771577,9.718531774,10.72377185,10.8811247,9.117215591,8.711463307,10.52381023,8.938879814,7.556529168,4.935225999,10.15881394
"253",6.675252894,5.654848821,4.965340703,9.754817734,6.292219865,9.915384268,10.596916,11.03755663,11.60325124,9.366797785,8.917573981,10.63850584,8.854669371,7.44805326,7.037579521,10.80363207
"254",6.731218285,5.655304275,5.004710741,9.824483063,6.493472264,9.945795035,10.34395807,10.92687974,11.54375751,9.370463355,8.772067052,10.65701875,8.799277247,7.401621947,6.874092537,10.80668177
"255",7.387957099,5.218987935,5.237397311,9.140177563,5.964050872,10.04141425,10.16101387,10.40982196,10.3563572,9.599492312,8.240852671,10.50655231,9.591031899,8.327431485,4.702963795,10.25437469
"256",7.425034494,5.152461425,4.901347701,9.09633171,6.020120629,10.02524636,10.13850239,10.3552847,10.2960469,9.526162457,8.347599123,10.45242093,9.34680387,8.301821017,4.742056908,10.38348281
"257",7.492604324,4.669251579,5.24615147,11.39875959,6.712173108,10.07886936,10.29380918,10.16522254,11.07655971,8.964869519,7.206032323,10.70573423,9.412792009,9.395442167,3.909205749,10.22883801
"258",7.599380549,4.664363193,5.347605617,11.42647798,6.567988709,9.945661746,10.28528626,10.17062682,11.13054742,8.951326621,7.352110303,10.72537273,9.222394232,9.328398294,4.564227448,10.30537685
"259",7.809403232,5.134675766,4.786656023,10.24536238,5.923809443,9.926780968,9.681952525,9.836249472,9.806264245,9.831649427,9.369681258,10.00065784,8.627751904,8.771314716,4.485312886,9.289895585
"260",7.832819443,4.97053701,4.294654817,10.29062923,6.163371569,10.09760965,9.578015621,9.721172517,10.0293346,9.846627251,8.984603319,9.906059098,8.728249692,8.744309473,4.56825906,9.17860025
"261",7.692592228,5.554699894,4.981989025,8.944501783,6.411685031,10.02151151,9.853298502,9.610787217,10.54159085,9.595929476,8.521015755,10.54989069,8.923757802,7.650011681,4.937326822,10.05409013
"262",7.563991646,5.806212411,5.02691812,8.860814629,6.119575038,10.03914515,9.983111595,9.670793299,10.57996864,9.522909273,8.536200701,10.40293952,8.814809904,7.754773722,4.91700452,10.04916317
"263",7.597180007,5.803222438,5.323194492,9.113789163,6.421258424,10.16425459,10.11475829,9.956834215,10.97726015,9.406160311,8.882098386,10.69219401,8.617273291,7.519027664,4.48548351,10.48112894
"264",7.641999832,5.576421354,4.97899749,9.158374558,6.41995182,10.12224667,10.37084423,10.24052017,10.78217398,9.354250908,8.959720608,10.78948986,8.729918306,7.610596364,4.383038185,10.47402361
"265",7.343975523,5.792248513,5.489925393,9.804149969,6.49818851,9.914361652,9.650812656,10.37253302,10.71116547,9.379377021,10.1358369,10.25052349,8.415715472,7.699505411,5.131895744,9.800191674
"266",7.359874759,5.782918946,5.113417593,9.423293731,6.362997042,9.976650264,9.774613474,10.75538577,10.70791117,9.317687408,9.988343498,10.267609,8.62198988,7.845776745,4.730202287,9.678885153
